objectid,wd19cd,wd19nm,wd19nmw,bng_e,bng_n,long,lat,st_areashape,st_lengthshape
4995,E05010711,Moreton East, ,423473,235320,-1.65936005,52.01581955,13983076.3721517,23756.3902931289
4996,E05010712,Moreton West, ,419707,233678,-1.71432996,52.00120163,21081348.8516604,30048.0552129913
4997,E05010713,New Mills, ,403577,201277,-1.94962001,51.71022034,646736.61543612,4066.51214609196
4998,E05010714,Northleach, ,416137,212691,-1.76731002,51.81261826,81940964.6620725,46913.0326281899
4999,E05010715,St Michael's, ,402794,201730,-1.96095002,51.71429062,641627.33916817,3414.4963431372
5000,E05010716,Sandywell, ,405150,218625,-1.92659998,51.86618042,96851628.2495036,63176.3172095596
5001,E05010717,Siddington & Cerney Rural, ,404743,200559,-1.93274999,51.70375061,27526018.3682604,35955.7080882208
5002,E05010718,South Cerney Village, ,404745,196842,-1.93277001,51.67033005,1372294.23635001,6349.89938743337
5003,E05010719,Stow, ,418218,225462,-1.73645997,51.92737961,23072857.7231535,28571.2271895098
5004,E05010720,Stratton, ,400790,203589,-1.98994994,51.73102188,3328513.56853697,9098.31349876241
5005,E05010721,Tetbury East & Rural, ,390807,192198,-2.1342001,51.62852097,26715008.8239543,29612.973371592
5006,E05010722,Tetbury Town, ,389098,194077,-2.15895009,51.64537811,783555.78318794,4266.22907835522
5007,E05010723,Tetbury with Upton, ,388175,193527,-2.17227006,51.64041901,15630968.4114586,25539.8082656639
5008,E05010724,The Ampneys & Hampton, ,408508,202307,-1.87822998,51.71942902,64471711.5824413,41447.7614414247
5009,E05010725,The Beeches, ,403639,202311,-1.94870996,51.71950912,757650.86186322,4315.35017715682
5010,E05010726,The Rissingtons, ,419971,219019,-1.71133006,51.86940002,21145487.0649308,25813.1965514443
5011,E05010727,Watermoor, ,402826,201010,-1.96048999,51.70782089,1124876.7309593,6310.47925783616
5012,E05010728,Adwick le Street & Carcroft, ,453990,408377,-1.18622994,53.5692482,12392978.6778893,20747.4404281571
5013,E05010729,Armthorpe, ,464017,404640,-1.03560996,53.53453827,11794667.086299,16585.8069234124
5014,E05010730,Balby South, ,457025,400585,-1.14181995,53.49890137,4358533.75614498,12352.9729645739
5015,E05010731,Bentley, ,457836,406904,-1.12843001,53.55559921,18625336.6308198,23781.5422284341
5016,E05010732,Bessacarr, ,460690,401599,-1.08638,53.50759888,5661143.76653756,11414.5230671169
5017,E05010733,Conisbrough, ,450148,397169,-1.24601996,53.46889114,21142493.0068145,32516.2080287905
5018,E05010734,Edenthorpe & Kirk Sandall, ,462125,406997,-1.06368005,53.55595016,5381610.00730622,12553.5469756223
5019,E05010735,Edlington & Warmsworth, ,454320,398787,-1.18289995,53.48302078,10714336.3576191,17228.162607287
5020,E05010736,Finningley, ,466210,401212,-1.00325,53.50345993,43426185.9859052,35214.6781643853
5021,E05010737,Hatfield, ,468422,407719,-0.96849,53.56164932,62044547.6023895,37181.8598438007
5022,E05010738,Hexthorpe & Balby North, ,457256,401760,-1.13812995,53.50942993,5364427.94332999,15345.4357269264
5023,E05010739,Mexborough, ,448120,400526,-1.27605999,53.4992485,6856448.29708557,15652.5184386454
5024,E05010740,Norton & Askern, ,458945,413443,-1.11046004,53.61423874,96445613.1160542,65913.4482711019
5025,E05010741,Roman Ridge, ,454397,404721,-1.18071997,53.53635025,6838261.28132618,14721.0753761679
5026,E05010742,Rossington & Bawtry, ,463620,395890,-1.04335999,53.45595169,31820567.5110006,31604.5009061552
5027,E05010743,Sprotbrough, ,449955,406760,-1.24741006,53.55511093,78731912.1539137,66806.0622815452
5028,E05010744,Stainforth & Barnby Dun, ,462486,410418,-1.05754995,53.58665085,20207079.465927,40824.3625975127
5029,E05010745,Thorne & Moorends, ,470921,414496,-0.92922997,53.62221909,46986269.2140047,29887.1984514019
5030,E05010746,Tickhill & Wadsworth, ,456945,395356,-1.14397001,53.45190811,63651690.3608393,51640.9344068063
5031,E05010747,Town, ,458092,403191,-1.12526,53.52220154,6136007.74351908,12648.0564283277
5032,E05010748,Wheatley Hills & Intake, ,459936,404564,-1.09719002,53.53432846,9445050.66705173,15069.1479300114
5033,E05010755,Blunsdon and Highworth, ,419057,193350,-1.72600996,51.63862991,63431130.4843206,52190.8250390858
5034,E05010756,Haydon Wick, ,413796,188060,-1.80223,51.59122086,2691632.62397821,9198.62154665314
5035,E05010757,Penhill and Upper Stratton, ,415939,188109,-1.77129996,51.59160995,4258528.64119683,12604.1055579494
5036,E05010758,Admirals and Cawston, ,447577,274027,-1.30273998,52.36225128,2314210.22517667,7512.02525008302
5037,E05010759,Dunsmore, ,444550,271715,-1.34748995,52.34172058,59542152.2574017,55386.3372170415
5038,E05010760,Wolston and the Lawfords, ,442430,275611,-1.37811995,52.37691116,41714173.6465388,35808.3003959074
5039,E05010761,Higham Ferrers Chichele, ,495431,268666,-0.60168999,52.30783844,1168158.18014458,5515.50118757603
5040,E05010762,Higham Ferrers Lancaster, ,498323,268142,-0.55944002,52.30261993,19319847.2423136,25968.2368222072
5041,E05010763,Irthlingborough John Pyel, ,494014,269814,-0.62213999,52.31840134,5351873.09710869,11071.0242364382
5042,E05010764,Irthlingborough Waterloo, ,495316,271323,-0.60262001,52.33174133,6680065.04606378,14445.7545593817
5043,E05010765,Raunds Saxon, ,501254,273052,-0.51498997,52.34621048,14676144.2340404,19291.0229505254
5044,E05010766,Raunds Windmill, ,498899,273087,-0.54953998,52.34695816,3967033.74853179,11843.8523186036
5045,E05010767,Rushden Bates, ,497496,264650,-0.57257003,52.27138138,4608721.59167647,13349.5250578587
5046,E05010768,Rushden Hayden, ,497373,266512,-0.57384002,52.28813934,4425165.32271203,10908.8730993892
5047,E05010769,Rushden Pemberton, ,494878,266210,-0.61049002,52.28585815,1142778.13830528,5146.07613603861
5048,E05010770,Rushden Sartoris, ,495836,265742,-0.59658003,52.28149033,1101029.68190834,6286.99704702053
5049,E05010771,Stanwick, ,498306,271121,-0.55882001,52.32939148,13800995.9330683,25987.6598772725
5050,E05010772,Thrapston Lakes, ,498761,278951,-0.54983997,52.39968109,9135480.63146007,19494.9882313389
5051,E05010773,Thrapston Market, ,500154,275878,-0.53029001,52.37181091,16822178.7638083,23601.0326082969
5052,E05010774,Aire Valley with Lothersdale, ,399701,447023,-2.0060401,53.91936111,30831587.308917,38209.7620713492
5053,E05010775,Barden Fell, ,401470,459888,-1.97905004,54.03498077,160645627.423739,105062.683960953
5054,E05010776,Cowling, ,396582,442598,-2.05347991,53.87958145,19002436.522466,21364.9923514938
5055,E05010777,Grassington, ,401683,465268,-1.97577,54.08333969,47270034.1501249,43762.8024382268
5056,E05010778,Hellifield and Long Preston, ,384713,458335,-2.23481011,54.02080154,34516556.1289839,34838.2281346194
5057,E05010779,Penyghent, ,380232,475799,-2.3043499,54.17760086,102425872.620189,72222.087707322
5058,E05010780,Settle and Ribblebanks, ,379429,460528,-2.31560993,54.04032135,73944545.5032693,62861.4155049116
5059,E05010781,Chadlington and Churchill, ,432984,220820,-1.52216005,51.88497162,67577217.4068072,67067.9517261751
5060,E05010782,Charlbury and Finstock, ,436241,218475,-1.47509003,51.86368942,19839349.1277697,22637.8202156351
5061,E05010783,"Hailey, Minster Lovell and Leafield", ,434925,213280,-1.49471998,51.81705856,38015728.2011787,42348.3770009043
5062,E05010784,Abbey, ,499425,371931,-0.51182997,53.23513031,4081561.64644084,10010.6477710009
5063,E05010785,Birchwood, ,493162,369739,-0.60627002,53.21657181,2421278.75523685,8083.49392172641
5064,E05010786,Boultham, ,495837,370296,-0.56606001,53.22109985,6183426.03369247,12071.9936096382
5065,E05010787,Carholme, ,495893,372446,-0.56458002,53.24040985,4785634.07885556,10298.9296286607
5066,E05010788,Castle, ,497098,373250,-0.54628003,53.24740982,1570324.50043139,6123.74309548452
5067,E05010789,Glebe, ,499546,373142,-0.50963998,53.24599075,1766540.36274295,6399.06780357888
5068,E05010790,Hartsholme, ,494395,369237,-0.58796,53.21184158,3627759.4316827,9707.32073218454
5069,E05010791,Minster, ,498409,373412,-0.52658999,53.24863052,2278071.72697815,7905.04360109302
5070,E05010792,Moorland, ,495689,368375,-0.56884998,53.20386124,2181181.32969291,7265.62837054456
5071,E05010793,Park, ,497621,369651,-0.53955001,53.21498108,4398783.99516085,12469.8812533168
5072,E05010794,Witham, ,496104,367324,-0.56295002,53.19433975,2356345.11988509,6152.40962314905
5073,E05010795,Byfleet and West Byfleet, ,505274,161012,-0.49006999,51.33845139,5015718.32278045,13503.737126276
5074,E05010796,Canalside, ,501986,159784,-0.53759998,51.32801056,2526399.62998048,12936.98317155
5075,E05010797,Goldsworth Park, ,498205,158902,-0.59210002,51.32075119,1727866.69385755,6244.599852743
5076,E05010798,Heathlands, ,498655,155483,-0.58657998,51.28993988,20343244.6632993,29754.3653707328
5077,E05010799,Hoe Valley, ,501421,156908,-0.54653001,51.30226135,4817703.60345626,15852.0115974376
5078,E05010800,Horsell, ,499574,160277,-0.57207,51.33287048,10054222.9303433,20732.9063992715
5079,E05010801,Knaphill, ,496770,159289,-0.61258,51.32447815,4704469.92401303,13597.9544481308
5080,E05010802,Mount Hermon, ,501768,158423,-0.54111999,51.31581879,3768578.2758297,11691.7471511283
5081,E05010803,Pyrford, ,503816,159220,-0.51151001,51.32260895,8058840.29198255,15754.4931762457
5082,E05010804,St John's, ,498070,157930,-0.59429997,51.31203842,2538218.55408722,9109.82742699974
5083,E05010805,Barnack, ,508154,304392,-0.40358001,52.62654114,45131813.7453984,40460.0822116633
5084,E05010806,Bretton, ,516432,301087,-0.2825,52.59513092,3109579.72496459,11848.3171337416
5085,E05010807,Central, ,518642,298997,-0.25064,52.57587051,3010505.64350707,9519.16676886645
5086,E05010808,Dogsthorpe, ,520365,301377,-0.22436,52.59688187,2191706.21357729,6586.2419349045
5087,E05010809,East, ,521717,299723,-0.20502,52.58171844,9683275.91536627,14825.838258074
5088,E05010810,"Eye, Thorney and Newborough", ,525700,304327,-0.14452,52.62218094,133621170.028176,58705.0166351748
5089,E05010811,Fletton and Stanground, ,520892,297255,-0.21809,52.55971909,5115343.49403425,14523.9899867189
5090,E05010812,Fletton and Woodston, ,517792,297625,-0.26366001,52.56372833,3206189.38110732,8552.20466870779
5091,E05010813,Glinton and Castor, ,513988,304046,-0.31755,52.62223816,53583480.3670421,50811.7768658496
5092,E05010814,Gunthorpe, ,519202,303109,-0.24089999,52.61270142,3631609.7798954,12664.3729558768
5093,E05010815,Hampton Vale, ,516307,293230,-0.28709999,52.52455139,8374585.32332818,14761.6534859776
5094,E05010816,Hargate and Hempsted, ,518213,295032,-0.25838,52.54034042,7669362.83676059,17914.658719752
5095,E05010817,North, ,518657,301491,-0.24952,52.59828186,2186208.98580336,7955.05705340028
5096,E05010818,Orton Longueville, ,516566,296622,-0.28209001,52.55498123,4424056.66749694,14258.5100826674
5097,E05010819,Orton Waterville, ,514709,296173,-0.30961999,52.5513382,6876357.83191651,13529.2118692541
5098,E05010820,Park, ,519505,300306,-0.23744,52.58744812,2030367.86319236,6155.36646287942
5099,E05010821,Paston and Walton, ,518333,302104,-0.25409001,52.60385895,2462076.637385,9278.92712269288
